ec2_instance_type,ec2_instance_count,ec2_hours,ec2_pricing_model,codebuild_minutes,pipeline_count,s3_storage_gb,ecr_storage_gb,rds_instance_type,rds_hours,rds_storage_gb,data_transfer_out_gb,cloudwatch_logs_gb,region,environment,monthly_cost_usd
t3.large,3,360,reserved,1054,5,115,70,db.t3.medium,720,82,39,21,us-east-1,stage,135.57
t3.medium,6,720,reserved,1989,3,141,42,db.m5.large,720,97,41,14,eu-west-1,prod,283.13
m5.xlarge,3,360,spot,822,1,61,84,db.t3.micro,720,238,20,15,us-east-1,dev,118.4
t3.medium,2,360,on_demand,985,2,195,54,db.t3.medium,720,21,151,17,us-west-2,stage,115.09
t3.medium,3,360,on_demand,1870,4,179,28,db.t3.medium,720,126,84,37,us-east-1,stage,135.5
m5.large,3,360,reserved,274,4,128,47,db.t3.medium,720,55,30,43,us-east-1,stage,148.85
t3.medium,3,360,spot,1000,3,83,50,db.t3.micro,720,46,127,43,eu-west-1,stage,75.05
t3.small,2,720,reserved,2158,4,124,31,db.t3.medium,720,228,193,15,us-west-2,dev,109.32
m5.large,1,360,spot,1408,1,93,10,db.m5.large,720,84,115,24,us-east-1,prod,184.59
c5.large,4,720,on_demand,497,5,137,92,db.t3.medium,720,95,160,26,us-west-2,stage,335.28
t3.micro,5,720,spot,727,2,166,87,db.t3.micro,720,196,51,17,us-west-2,prod,56.46
m5.xlarge,5,720,spot,966,1,139,18,db.m5.large,720,31,155,47,us-west-2,prod,462.0
t3.medium,3,360,reserved,1690,1,52,36,db.m5.large,720,230,46,3,eu-west-1,dev,186.33
c5.large,1,720,on_demand,2198,4,169,73,db.t3.micro,720,137,169,46,eu-west-1,stage,133.83
t3.micro,6,720,on_demand,307,3,176,44,db.t3.micro,720,146,104,48,eu-west-1,dev,100.51
m5.xlarge,2,720,on_demand,1736,5,156,29,db.t3.medium,720,258,72,30,eu-west-1,dev,361.37
t3.medium,4,720,reserved,789,3,164,27,db.t3.medium,720,36,72,40,us-east-1,dev,163.01
t3.large,5,360,reserved,1534,2,76,23,db.t3.medium,720,42,124,42,us-east-1,stage,189.46
m5.xlarge,1,360,spot,1707,1,175,15,db.t3.micro,720,155,39,2,eu-west-1,stage,58.46
c5.xlarge,6,720,reserved,573,2,174,79,db.t3.micro,720,253,113,50,us-east-1,dev,539.54
m5.large,2,360,spot,2385,4,145,54,db.t3.micro,720,167,190,26,us-east-1,prod,90.65
t3.large,6,360,on_demand,511,4,75,81,db.t3.micro,720,125,28,13,us-east-1,prod,213.35
t3.large,3,360,spot,257,3,50,71,db.t3.medium,720,223,93,47,eu-west-1,dev,125.59
t3.small,4,360,spot,1259,5,11,20,db.t3.micro,720,157,108,20,us-east-1,dev,52.49
t3.micro,2,360,reserved,2132,2,95,54,db.m5.large,720,233,18,13,us-east-1,prod,169.47
c5.xlarge,1,360,reserved,1646,4,91,20,db.t3.medium,720,215,160,20,eu-west-1,prod,124.74
t3.large,4,360,spot,832,4,112,22,db.m5.large,720,258,13,45,eu-west-1,dev,218.77
c5.xlarge,4,720,on_demand,1151,5,118,53,db.t3.micro,720,225,176,42,eu-west-1,prod,552.45
m5.large,4,360,reserved,2239,4,88,44,db.m5.large,720,280,105,45,us-east-1,stage,277.66
m5.large,1,720,spot,1093,5,134,40,db.m5.large,720,207,153,19,eu-west-1,stage,201.71
c5.xlarge,6,360,spot,2134,2,41,53,db.t3.micro,720,171,32,14,eu-west-1,dev,185.91
t3.large,6,360,spot,1018,2,51,75,db.t3.medium,720,186,139,10,us-west-2,dev,151.4
m5.large,2,360,on_demand,1291,3,138,17,db.m5.large,720,143,64,37,us-east-1,prod,242.95
c5.large,1,360,spot,2139,2,189,89,db.m5.large,720,153,45,1,us-west-2,prod,178.97
m5.large,3,720,on_demand,1717,2,178,15,db.t3.micro,720,249,50,5,eu-west-1,prod,240.78
t3.medium,5,360,reserved,944,1,172,72,db.m5.large,720,183,167,26,eu-west-1,dev,230.82
t3.micro,5,360,reserved,641,3,51,8,db.t3.medium,720,127,155,45,us-west-2,dev,102.04
c5.large,4,720,spot,2163,5,188,6,db.m5.large,720,288,192,45,us-east-1,dev,291.68
c5.large,1,720,on_demand,2170,1,132,44,db.m5.large,720,147,123,16,us-west-2,stage,236.8
t3.micro,6,720,reserved,1462,4,134,86,db.t3.medium,720,71,81,32,us-west-2,prod,119.73
t3.medium,1,360,on_demand,1996,1,19,80,db.t3.medium,720,163,84,36,us-east-1,prod,107.19
c5.xlarge,4,720,spot,1361,2,12,74,db.m5.large,720,163,165,25,eu-west-1,dev,375.91
m5.large,2,720,spot,1721,5,42,41,db.m5.large,720,182,114,25,eu-west-1,dev,229.97
t3.micro,5,720,spot,1587,2,170,86,db.t3.medium,720,34,142,21,eu-west-1,prod,106.94
t3.small,3,720,reserved,1524,1,40,26,db.t3.medium,720,224,163,25,us-west-2,prod,115.75
t3.medium,2,360,reserved,1958,2,110,40,db.t3.micro,720,300,82,16,us-east-1,stage,63.41
t3.large,3,360,spot,2343,1,161,13,db.t3.micro,720,52,31,27,us-west-2,prod,81.19
t3.medium,1,720,spot,1985,2,196,88,db.t3.micro,720,285,133,29,us-west-2,dev,73.92
t3.small,3,720,spot,519,5,108,50,db.t3.micro,720,147,80,31,us-west-2,stage,62.99
t3.medium,5,720,reserved,2418,3,108,41,db.t3.micro,720,236,58,46,us-west-2,dev,156.48
m5.xlarge,6,360,on_demand,2466,5,103,37,db.t3.micro,720,169,26,27,us-east-1,dev,461.2
c5.large,4,360,on_demand,2004,4,71,44,db.t3.medium,720,286,191,14,us-east-1,prod,210.88
t3.medium,1,360,spot,1310,3,62,13,db.t3.medium,720,245,156,29,eu-west-1,prod,92.05
t3.medium,2,720,spot,242,4,128,93,db.t3.medium,720,142,66,25,us-west-2,stage,104.1
t3.medium,3,360,spot,2284,4,181,30,db.t3.medium,720,45,148,39,eu-west-1,stage,117.61
t3.micro,6,720,spot,1295,3,193,14,db.m5.large,720,252,122,6,eu-west-1,dev,182.51
c5.large,4,720,spot,1240,5,116,30,db.m5.large,720,47,24,24,eu-west-1,prod,262.19
c5.large,2,360,spot,982,4,19,31,db.t3.micro,720,34,107,39,eu-west-1,stage,74.3
c5.xlarge,4,720,spot,2496,3,64,39,db.t3.micro,720,204,67,50,eu-west-1,dev,256.96
c5.large,1,720,reserved,1440,4,93,37,db.t3.medium,720,299,67,42,eu-west-1,stage,128.09
c5.large,1,360,spot,390,5,20,93,db.t3.medium,720,112,77,46,us-east-1,dev,102.12
m5.xlarge,3,720,spot,2472,3,187,35,db.m5.large,720,202,112,7,eu-west-1,stage,337.87
t3.small,5,720,on_demand,295,1,140,71,db.m5.large,720,163,37,30,eu-west-1,dev,243.25
t3.micro,2,720,reserved,2286,2,57,19,db.t3.medium,720,109,138,10,us-east-1,dev,90.04
m5.xlarge,4,360,on_demand,500,4,57,37,db.m5.large,720,293,82,9,us-west-2,stage,434.11
t3.large,1,360,spot,274,1,75,43,db.t3.micro,720,56,16,28,us-east-1,prod,47.06
t3.small,1,720,spot,1240,2,25,66,db.m5.large,720,161,94,30,us-east-1,stage,181.07
t3.large,3,720,spot,2004,5,45,49,db.t3.micro,720,262,31,38,eu-west-1,prod,121.87
t3.medium,2,720,reserved,2455,3,81,48,db.t3.medium,720,82,121,31,us-east-1,dev,132.51
m5.large,4,360,on_demand,427,3,126,20,db.t3.medium,720,85,45,2,us-east-1,prod,198.56
t3.large,1,360,spot,2059,3,29,94,db.t3.medium,720,159,87,32,us-west-2,stage,104.41
m5.large,3,360,on_demand,986,3,25,86,db.t3.micro,720,294,53,12,us-east-1,prod,140.8
c5.xlarge,2,720,reserved,1505,2,126,70,db.t3.medium,720,262,175,4,us-west-2,stage,242.53
t3.large,1,360,spot,1264,3,175,23,db.t3.micro,720,65,175,20,us-east-1,prod,62.62
m5.xlarge,2,360,reserved,711,3,197,99,db.m5.large,720,78,27,7,us-west-2,dev,252.01
c5.xlarge,1,720,on_demand,810,2,12,47,db.t3.micro,720,241,56,33,eu-west-1,dev,165.21
c5.xlarge,4,720,on_demand,2486,3,102,48,db.t3.micro,720,268,43,34,eu-west-1,stage,542.29
t3.small,3,720,reserved,491,3,112,22,db.t3.medium,720,269,125,30,us-east-1,dev,110.92
m5.xlarge,1,720,reserved,1051,3,173,95,db.m5.large,720,223,48,36,us-east-1,prod,269.15
c5.xlarge,1,720,reserved,982,4,101,63,db.t3.medium,720,97,12,7,us-west-2,dev,145.91
t3.small,4,360,spot,2176,2,29,61,db.t3.micro,720,211,37,38,us-west-2,prod,64.2
t3.small,5,360,reserved,1056,4,69,81,db.m5.large,720,179,163,24,us-west-2,stage,204.21
t3.small,4,720,reserved,2097,1,96,91,db.t3.micro,720,71,23,19,eu-west-1,stage,84.54
c5.xlarge,3,360,reserved,2096,5,109,30,db.t3.micro,720,176,163,48,us-west-2,prod,186.24
t3.large,2,360,spot,758,4,80,58,db.t3.medium,720,290,57,45,us-east-1,dev,111.26
m5.xlarge,1,720,spot,1803,5,187,99,db.t3.medium,720,166,101,11,eu-west-1,prod,141.34
c5.xlarge,6,360,reserved,549,1,19,54,db.t3.micro,720,87,154,29,us-west-2,prod,287.86
t3.small,2,360,reserved,328,5,154,89,db.t3.micro,720,286,111,28,us-east-1,stage,60.05
m5.large,6,360,on_demand,2294,5,182,12,db.t3.medium,720,70,40,44,us-west-2,prod,298.06
t3.medium,1,720,on_demand,1053,4,49,12,db.t3.micro,720,59,146,4,eu-west-1,dev,64.92
m5.large,3,360,reserved,822,4,111,86,db.t3.medium,720,233,103,30,us-west-2,stage,155.17
t3.large,2,360,spot,426,2,191,97,db.t3.medium,720,71,200,27,us-east-1,dev,119.92
c5.large,1,720,on_demand,681,5,145,13,db.t3.medium,720,205,119,19,us-west-2,stage,137.69
c5.xlarge,3,720,on_demand,2126,5,180,86,db.t3.micro,720,173,47,7,eu-west-1,prod,410.54
c5.large,3,720,on_demand,1909,4,73,91,db.m5.large,720,158,82,16,us-west-2,prod,357.54
m5.large,3,360,on_demand,684,5,83,14,db.t3.medium,720,248,137,30,us-east-1,prod,185.98
t3.medium,4,720,spot,662,3,90,76,db.t3.micro,720,271,70,11,us-east-1,dev,84.94
t3.small,5,720,spot,493,1,53,28,db.t3.micro,720,245,71,29,eu-west-1,stage,69.57
c5.large,1,720,on_demand,2299,2,177,81,db.t3.medium,720,118,82,11,eu-west-1,dev,145.99
t3.large,3,360,spot,523,1,137,44,db.t3.medium,720,291,113,11,us-west-2,stage,110.02
m5.xlarge,2,360,spot,1120,3,43,53,db.t3.medium,720,234,107,1,eu-west-1,prod,125.55
t3.micro,4,720,on_demand,963,2,30,69,db.t3.medium,720,96,116,6,us-east-1,stage,104.04
t3.micro,4,360,reserved,714,2,174,100,db.m5.large,720,55,195,3,us-west-2,dev,184.6
c5.large,3,720,on_demand,940,1,145,63,db.t3.micro,720,198,105,31,us-west-2,stage,235.12
c5.xlarge,4,720,on_demand,1455,2,132,64,db.t3.medium,720,76,198,30,eu-west-1,dev,587.37
t3.micro,1,720,reserved,2212,4,95,53,db.m5.large,720,225,166,17,us-west-2,dev,185.09
t3.medium,2,720,reserved,1520,2,168,92,db.m5.large,720,160,53,9,us-west-2,stage,207.11
t3.small,3,360,reserved,685,3,179,53,db.t3.micro,720,69,162,10,eu-west-1,dev,59.26
c5.large,1,360,on_demand,1653,4,123,55,db.t3.micro,720,270,77,2,eu-west-1,dev,67.36
t3.large,3,360,reserved,1713,3,123,75,db.t3.micro,720,165,43,34,eu-west-1,dev,110.41
m5.large,2,360,on_demand,2148,4,138,92,db.t3.micro,720,248,111,39,us-west-2,dev,133.96
t3.medium,2,720,reserved,858,2,133,29,db.t3.medium,720,41,184,38,us-west-2,prod,132.99
m5.large,3,720,on_demand,1293,2,131,65,db.t3.micro,720,169,19,12,us-west-2,prod,243.29
c5.large,6,720,reserved,1584,2,68,76,db.t3.medium,720,132,116,6,us-east-1,dev,317.44
m5.xlarge,5,360,on_demand,835,3,98,61,db.m5.large,720,210,71,8,us-west-2,dev,506.76
c5.large,5,360,on_demand,602,2,102,53,db.t3.medium,720,191,114,7,us-west-2,stage,225.66
t3.micro,5,720,spot,2180,2,153,34,db.m5.large,720,222,144,22,us-east-1,stage,195.0
t3.large,6,720,spot,1415,3,131,39,db.m5.large,720,255,185,41,us-east-1,dev,333.15
t3.large,2,360,spot,498,3,149,35,db.m5.large,720,279,182,19,us-west-2,prod,197.5
t3.micro,2,360,reserved,589,5,20,89,db.t3.medium,720,266,147,41,us-east-1,dev,99.14
t3.large,3,360,spot,2119,3,185,14,db.m5.large,720,99,180,24,us-east-1,stage,218.63
t3.micro,4,360,spot,503,4,38,91,db.t3.micro,720,122,143,2,eu-west-1,prod,44.59
t3.large,6,720,on_demand,2160,3,79,60,db.m5.large,720,220,133,33,us-west-2,stage,544.75
m5.xlarge,2,720,reserved,1586,2,177,16,db.t3.medium,720,141,43,48,us-west-2,prod,269.42
c5.xlarge,5,720,spot,610,4,152,52,db.t3.medium,720,109,127,19,us-east-1,stage,325.72
t3.small,3,720,on_demand,1608,2,15,73,db.m5.large,720,108,96,25,us-east-1,dev,219.99
m5.large,4,720,on_demand,1820,5,104,88,db.m5.large,720,133,118,31,us-east-1,stage,461.13
t3.large,5,720,on_demand,692,5,186,82,db.m5.large,720,239,170,12,us-east-1,prod,475.0
c5.xlarge,3,720,reserved,1748,3,106,70,db.m5.large,720,167,196,16,eu-west-1,prod,420.74
t3.micro,1,720,on_demand,1593,2,165,64,db.t3.micro,720,32,77,10,eu-west-1,stage,49.82
c5.xlarge,6,360,on_demand,1852,1,95,74,db.m5.large,720,131,143,23,us-east-1,prod,548.65
t3.small,5,360,on_demand,396,4,40,5,db.t3.medium,720,54,91,47,us-east-1,dev,120.77
t3.small,1,720,on_demand,358,5,56,47,db.m5.large,720,221,144,46,eu-west-1,prod,196.95
m5.large,3,720,reserved,216,2,188,25,db.t3.medium,720,79,32,44,us-east-1,dev,215.81
t3.medium,2,720,spot,939,4,49,63,db.t3.micro,720,254,24,36,us-east-1,stage,68.48
t3.micro,4,360,spot,1090,4,135,83,db.m5.large,720,152,190,44,eu-west-1,dev,200.19
c5.large,3,360,spot,1371,1,52,89,db.t3.micro,720,168,10,20,us-east-1,stage,76.81
t3.small,2,360,on_demand,1178,1,144,87,db.t3.micro,720,144,6,12,us-east-1,stage,51.66
m5.xlarge,1,360,on_demand,1547,5,10,78,db.t3.micro,720,39,168,14,us-east-1,dev,119.25
t3.micro,2,720,on_demand,300,5,167,49,db.t3.micro,720,47,7,7,us-east-1,prod,41.59
t3.large,4,360,on_demand,1918,4,173,33,db.m5.large,720,229,21,40,us-west-2,prod,296.81
c5.xlarge,4,360,on_demand,1914,1,124,26,db.t3.medium,720,34,128,21,us-west-2,prod,330.08
m5.xlarge,1,360,on_demand,1307,2,157,52,db.t3.micro,720,85,200,25,us-east-1,stage,127.21
t3.medium,2,720,reserved,2213,2,66,70,db.t3.medium,720,144,113,40,eu-west-1,stage,136.93
t3.medium,4,720,spot,498,4,186,86,db.m5.large,720,191,116,18,eu-west-1,stage,220.97
c5.large,6,720,on_demand,2153,2,70,50,db.m5.large,720,143,50,9,us-east-1,dev,531.81
m5.xlarge,3,720,reserved,818,5,91,99,db.t3.medium,720,55,32,19,eu-west-1,prod,346.27
t3.micro,2,720,spot,686,3,61,5,db.m5.large,720,143,189,36,us-west-2,stage,184.57
t3.large,2,720,on_demand,1165,2,12,10,db.t3.micro,720,102,159,4,us-west-2,dev,155.46
c5.large,3,360,reserved,633,3,148,18,db.m5.large,720,204,52,49,us-east-1,stage,235.46
c5.large,3,360,on_demand,1996,3,156,65,db.t3.medium,720,284,55,21,us-east-1,prod,175.56
t3.medium,2,720,on_demand,2105,2,42,32,db.t3.micro,720,102,123,27,us-west-2,dev,111.41
c5.xlarge,5,360,reserved,687,4,143,85,db.t3.micro,720,164,115,46,us-east-1,stage,259.71
m5.large,3,360,spot,2257,1,144,15,db.t3.micro,720,280,79,49,us-west-2,dev,101.42
t3.large,4,360,reserved,1286,4,37,82,db.m5.large,720,65,148,28,us-east-1,stage,258.92
t3.medium,4,360,spot,2074,1,102,20,db.m5.large,720,94,172,35,us-west-2,prod,209.9
t3.micro,5,720,reserved,1847,1,32,90,db.t3.micro,720,165,63,24,us-west-2,prod,73.22
m5.large,3,360,spot,1519,2,189,49,db.t3.micro,720,244,119,22,eu-west-1,stage,92.26
t3.large,3,360,reserved,716,2,122,100,db.t3.medium,720,246,90,14,us-east-1,dev,138.13
t3.micro,2,720,reserved,1149,3,58,100,db.m5.large,720,277,131,6,us-east-1,dev,179.84
t3.large,4,360,spot,1550,4,174,72,db.t3.medium,720,248,135,25,eu-west-1,stage,139.77
t3.large,3,720,on_demand,1604,5,21,12,db.t3.micro,720,159,168,21,eu-west-1,prod,227.28
t3.micro,5,720,reserved,2127,2,117,21,db.t3.micro,720,126,164,2,eu-west-1,stage,67.76
t3.micro,3,720,reserved,907,4,147,96,db.t3.micro,720,135,129,32,us-west-2,stage,71.97
m5.xlarge,6,720,on_demand,746,4,79,97,db.m5.large,720,171,50,7,eu-west-1,stage,990.93
c5.large,3,720,reserved,740,3,18,82,db.t3.medium,720,51,112,27,eu-west-1,prod,203.47
c5.xlarge,6,360,on_demand,1624,1,48,83,db.m5.large,720,144,147,18,us-east-1,dev,545.19
t3.large,3,720,reserved,1549,3,42,94,db.t3.medium,720,30,103,14,eu-west-1,stage,199.43
m5.xlarge,4,360,on_demand,304,5,111,18,db.t3.micro,720,124,112,5,eu-west-1,prod,307.17
m5.large,1,720,spot,1036,1,120,54,db.m5.large,720,121,34,26,us-west-2,dev,195.29
t3.small,5,360,spot,338,3,22,56,db.t3.micro,720,44,33,23,eu-west-1,stage,49.48
t3.micro,2,720,reserved,735,2,159,58,db.m5.large,720,202,131,23,us-east-1,dev,184.4
t3.large,5,720,reserved,905,5,98,90,db.m5.large,720,116,168,47,eu-west-1,prod,387.33
m5.xlarge,3,360,on_demand,450,5,147,22,db.m5.large,720,291,17,38,eu-west-1,prod,373.96
t3.small,6,360,on_demand,2486,4,136,91,db.t3.medium,720,88,40,11,us-east-1,stage,126.93
t3.micro,1,720,on_demand,2221,5,194,74,db.t3.micro,720,264,185,2,us-west-2,stage,60.35
c5.large,4,360,on_demand,1765,2,58,76,db.m5.large,720,30,187,18,us-east-1,stage,304.23
c5.xlarge,3,360,on_demand,494,3,90,33,db.t3.medium,720,168,157,43,eu-west-1,dev,275.31
c5.large,2,720,spot,837,3,31,5,db.m5.large,720,88,176,34,us-west-2,dev,225.44
t3.medium,1,360,spot,1965,5,60,34,db.t3.medium,720,200,126,3,eu-west-1,stage,81.68
m5.xlarge,6,720,spot,1684,5,34,55,db.t3.micro,720,230,84,24,us-west-2,dev,378.28
m5.large,2,360,reserved,1563,1,25,89,db.t3.medium,720,88,123,14,us-east-1,dev,128.53
t3.small,4,720,on_demand,776,3,177,14,db.t3.micro,720,189,167,48,us-east-1,dev,120.52
m5.large,1,360,spot,2272,3,102,29,db.t3.micro,720,150,121,47,eu-west-1,prod,77.06
m5.xlarge,1,360,spot,277,5,17,31,db.t3.medium,720,65,179,41,us-west-2,stage,117.37
t3.medium,1,720,reserved,2257,5,67,85,db.t3.micro,720,251,68,41,us-west-2,prod,79.65
t3.small,1,720,spot,1099,2,134,15,db.t3.medium,720,68,115,8,eu-west-1,dev,78.66
t3.medium,6,720,spot,947,2,18,60,db.t3.micro,720,240,79,31,us-east-1,dev,117.88
t3.micro,2,720,reserved,922,5,62,34,db.t3.micro,720,230,54,48,us-west-2,stage,60.27
m5.xlarge,5,720,on_demand,1873,1,106,90,db.t3.medium,720,298,194,19,eu-west-1,prod,787.2
t3.small,3,360,reserved,2247,1,190,11,db.m5.large,720,195,74,43,us-west-2,dev,197.71
t3.small,2,360,on_demand,2475,1,16,70,db.m5.large,720,226,16,26,us-east-1,prod,187.4
m5.xlarge,3,360,on_demand,1476,3,25,28,db.t3.medium,720,119,74,19,us-east-1,dev,282.52
t3.large,6,720,spot,371,4,91,69,db.t3.micro,720,218,19,23,us-west-2,prod,180.07
t3.medium,1,360,reserved,973,4,158,71,db.m5.large,720,250,50,43,us-west-2,dev,189.57
m5.large,3,360,reserved,429,1,118,77,db.t3.micro,720,239,165,48,eu-west-1,prod,131.04
c5.xlarge,4,360,on_demand,2222,1,47,91,db.t3.micro,720,278,8,3,us-east-1,prod,280.55
m5.large,1,360,reserved,1976,3,117,14,db.t3.medium,720,203,158,28,us-east-1,dev,112.9
t3.micro,4,720,reserved,685,5,102,24,db.t3.micro,720,285,186,38,us-west-2,stage,75.62
m5.large,3,360,spot,900,3,16,82,db.t3.micro,720,143,106,30,eu-west-1,dev,91.32
c5.xlarge,5,360,reserved,1117,3,12,52,db.m5.large,720,202,175,30,eu-west-1,dev,378.95
m5.xlarge,4,720,on_demand,2024,2,122,10,db.t3.micro,720,227,61,47,us-west-2,prod,608.12
c5.xlarge,5,720,spot,412,5,137,27,db.m5.large,720,257,85,50,us-east-1,stage,423.6
t3.large,4,360,spot,2111,2,111,79,db.t3.medium,720,145,122,28,eu-west-1,dev,142.15
t3.large,4,720,reserved,798,2,98,34,db.t3.medium,720,146,105,19,us-east-1,stage,232.58
t3.large,6,720,on_demand,2159,4,152,11,db.t3.micro,720,220,137,28,us-east-1,stage,413.38
c5.xlarge,2,720,reserved,593,2,88,56,db.t3.medium,720,253,95,28,eu-west-1,prod,240.5
t3.large,3,720,reserved,741,4,53,31,db.t3.micro,720,25,118,14,us-east-1,prod,154.7
t3.medium,3,720,spot,2231,1,26,27,db.t3.medium,720,212,36,26,us-east-1,dev,114.88
c5.xlarge,6,360,spot,605,3,108,70,db.t3.micro,720,61,138,21,us-west-2,prod,194.55
c5.xlarge,1,360,reserved,544,4,146,51,db.m5.large,720,171,119,24,eu-west-1,dev,211.91
m5.xlarge,5,360,on_demand,1113,4,29,34,db.t3.micro,720,296,104,34,us-west-2,dev,393.83
t3.small,6,720,reserved,1299,5,67,19,db.t3.medium,720,49,163,25,us-east-1,prod,143.75
t3.medium,2,360,spot,2236,2,54,22,db.t3.micro,720,104,53,30,us-east-1,dev,58.61
c5.xlarge,2,720,spot,253,2,176,60,db.t3.micro,720,271,63,32,us-east-1,stage,143.14
m5.xlarge,3,360,spot,1653,4,94,99,db.t3.medium,720,91,120,28,eu-west-1,stage,176.31
t3.medium,4,720,reserved,344,3,97,94,db.m5.large,720,209,137,8,eu-west-1,dev,245.8
c5.xlarge,3,360,spot,2136,3,23,75,db.t3.micro,720,246,121,25,us-east-1,dev,127.78
c5.xlarge,6,360,reserved,1492,5,190,93,db.m5.large,720,271,161,37,eu-west-1,dev,431.04
m5.xlarge,2,720,spot,938,2,116,59,db.m5.large,720,25,11,41,us-west-2,dev,283.58
t3.micro,6,720,reserved,1394,2,118,71,db.m5.large,720,198,76,23,eu-west-1,dev,202.57
c5.xlarge,3,720,reserved,261,2,68,90,db.m5.large,720,218,64,6,us-west-2,dev,397.55
c5.large,4,720,on_demand,1321,5,70,32,db.t3.medium,720,137,36,45,us-east-1,stage,330.2
t3.large,6,360,on_demand,221,4,130,65,db.t3.medium,720,173,200,16,eu-west-1,prod,264.55
m5.xlarge,6,720,reserved,2245,4,54,6,db.m5.large,720,208,72,44,eu-west-1,prod,718.92
t3.micro,5,720,reserved,1334,3,107,94,db.m5.large,720,182,195,6,us-east-1,dev,201.66
c5.xlarge,2,360,spot,1798,2,183,45,db.t3.medium,720,226,121,45,eu-west-1,dev,148.29
t3.small,4,360,spot,2055,4,132,65,db.m5.large,720,126,46,12,us-west-2,prod,180.17
t3.micro,1,360,reserved,245,2,110,99,db.t3.medium,720,109,168,22,us-east-1,prod,90.45
m5.large,4,720,on_demand,2221,2,78,6,db.m5.large,720,35,116,19,eu-west-1,dev,448.16
c5.large,1,360,reserved,1575,2,149,70,db.t3.micro,720,275,20,23,eu-west-1,stage,63.73
c5.large,5,360,reserved,1321,4,74,85,db.m5.large,720,188,93,9,us-west-2,prod,267.37
t3.small,1,360,on_demand,672,5,20,18,db.m5.large,720,178,96,37,us-east-1,dev,178.49
m5.large,5,360,on_demand,1589,5,15,7,db.t3.micro,720,183,114,44,us-west-2,prod,226.29
m5.large,1,360,spot,358,3,65,78,db.t3.micro,720,246,191,49,eu-west-1,dev,78.84
c5.large,5,720,reserved,1534,4,17,86,db.t3.medium,720,79,182,41,us-east-1,stage,300.68
t3.small,1,360,spot,2305,5,135,55,db.m5.large,720,23,92,32,us-west-2,prod,185.65
m5.xlarge,5,360,on_demand,1126,1,89,88,db.t3.micro,720,67,41,3,eu-west-1,prod,379.51
m5.xlarge,6,720,reserved,713,1,104,98,db.t3.medium,720,182,15,12,us-east-1,stage,610.48
t3.large,6,360,on_demand,2262,1,47,39,db.t3.micro,720,255,114,46,eu-west-1,stage,241.5
t3.small,4,360,reserved,769,1,96,56,db.m5.large,720,227,76,6,us-west-2,stage,179.2
t3.large,2,360,spot,1382,5,49,87,db.t3.medium,720,27,11,36,eu-west-1,stage,107.93
c5.large,2,720,reserved,979,3,20,79,db.t3.medium,720,154,188,33,us-west-2,dev,174.48
m5.large,6,720,spot,2359,5,13,41,db.t3.micro,720,65,135,38,eu-west-1,dev,225.47
c5.xlarge,1,360,on_demand,1864,4,147,27,db.t3.micro,720,239,166,34,us-west-2,prod,120.78
t3.micro,2,360,spot,493,3,33,66,db.t3.micro,720,149,40,35,us-east-1,stage,46.16
t3.micro,2,360,spot,2207,5,138,50,db.t3.medium,720,255,153,35,us-west-2,dev,101.71
t3.small,1,720,reserved,981,4,57,62,db.m5.large,720,20,77,13,eu-west-1,prod,173.82
t3.large,3,720,on_demand,389,2,176,37,db.t3.micro,720,32,64,23,us-east-1,prod,218.9
t3.micro,2,720,spot,660,2,15,5,db.m5.large,720,52,22,6,us-west-2,dev,153.36
c5.xlarge,5,360,reserved,608,4,132,69,db.t3.medium,720,145,108,13,eu-west-1,dev,276.34
m5.xlarge,3,720,spot,1335,2,199,28,db.m5.large,720,138,175,11,eu-west-1,prod,339.43
t3.large,6,360,spot,1851,1,117,42,db.t3.micro,720,262,128,41,us-east-1,prod,132.29
t3.large,5,360,reserved,621,4,165,35,db.m5.large,720,261,20,33,eu-west-1,stage,264.28
m5.large,2,720,spot,2194,4,177,22,db.t3.micro,720,198,80,26,us-west-2,stage,104.98
t3.large,4,720,reserved,1603,2,43,84,db.t3.micro,720,108,25,45,eu-west-1,stage,210.14
m5.large,3,360,on_demand,1784,2,63,45,db.m5.large,720,122,162,45,us-west-2,stage,293.87
t3.large,2,720,spot,1822,2,56,54,db.t3.micro,720,297,174,8,us-east-1,dev,95.62
t3.large,3,720,reserved,234,2,180,51,db.t3.medium,720,129,57,30,eu-west-1,stage,195.59
t3.medium,4,720,on_demand,1067,3,68,13,db.m5.large,720,171,48,25,eu-west-1,dev,283.07
m5.xlarge,1,720,on_demand,546,1,69,50,db.t3.micro,720,173,138,11,eu-west-1,prod,177.72
t3.medium,1,360,spot,1675,1,120,81,db.t3.micro,720,284,49,35,us-east-1,dev,59.38
t3.large,2,720,on_demand,1432,5,84,33,db.t3.micro,720,146,111,3,us-west-2,prod,155.93
t3.small,5,360,spot,1021,3,132,83,db.t3.medium,720,116,75,42,us-west-2,prod,107.41
